id ia
1005
1011
1001
1008
1007
1009
1004
1002
1003
1010
1006
2004
2003
2005
2002
2001
3009
3003
3002
3001
3008
4007
4003
4001
4005
4002
4011
4010
4009
4008
4006
4004
5035
5024
5017
5038
5037
5036
5034
5033
5032
5031
5030
5029
5028
5027
5026
5025
5023
5022
5021
5020
5019
5018
5016
5015
5014
5013
5012
5011
5010
5009
5008
5007
5006
5005
5004
5003
5002
5001
6009
6007
6001
6004
6010
6003
6008
6002
6006
6005
7099
7102
7055
7115
7059
7089
7101
7027
7012
7041
7003
7032
7050
7097
7092
7090
7088
7079
7074
7062
7061
7060
7048
7043
7033
7025
7021
7009
7042
7040
7039
7038
7037
7035
7034
7031
7030
7029
7028
7026
7024
7023
7022
7020
7019
7018
7016
7015
7014
7013
7010
7008
7007
7006
7005
7004
7002
7001
7119
7118
7117
7116
7114
7113
7112
7111
7110
7109
7108
7107
7106
7105
7104
7103
7100
7098
7094
7093
7091
7087
7086
7084
7083
7082
7081
7080
7077
7076
7075
7073
7072
7071
7070
7069
7068
7067
7066
7065
7064
7063
7058
7057
7056
7054
7053
7052
7051
7049
7047
7045
7044
7096
7085
7046
7017
7036
7011
7078
8006
8019
8004
8037
8013
8050
8053
8005
8025
8020
8023
8028
8030
8035
8040
8041
8043
8051
8063
8065
8066
8029
8046
8047
8002
8055
8021
8045
8001
8017
8054
8032
8003
8011
8036
8038
8052
8062
8042
8007
8008
8009
8010
8012
8014
8015
8016
8018
8022
8024
8026
8027
8031
8033
8034
8039
8044
8048
8049
8056
8057
8058
8059
8060
8061
8064
8067
9012
9013
9008
9002
9014
9015
9010
9005
9004
9016
9006
9003
9017
9011
9007
9009
10007
10034
10037
10038
10039
10035
10033
10027
10031
10001
10002
10003
10004
10005
10008
10010
10011
10013
10014
10015
10016
10018
10019
10020
10021
10022
10023
10024
10025
10026
10028
10029
10030
10032
10006
10012
10017
10009
10036
11009
11007
11025
11030
11045
11013
11034
11040
11041
11043
11006
11028
11032
11024
11036
11004
11005
11046
11019
11039
11010
11038
11011
11002
11003
11031
11008
11012
11042
11033
11023
11037
11001
11016
11029
11044
11035
11027
11017
11026
11015
11020
11018
11022
11021
11014
12006
12017
12026
12028
12029
12031
12032
12034
12039
12040
12042
12044
12051
12053
12056
12058
12059
12061
12074
12075
12035
12021
12005
12008
12009
12010
12012
12013
12018
12019
12020
12024
12025
12030
12033
12036
12041
12045
12046
12052
12063
12066
12069
12070
12071
12072
12076
12077
12079
12080
12081
12023
12062
12065
12004
12043
12078
12002
12048
12003
12007
12011
12014
12016
12027
12054
12057
12064
12067
12022
12073
12068
12037
12047
12049
12060
12055
12015
12050
12038
12001
13035
13007
13008
13001
13002
13003
13004
13006
13011
13012
13014
13015
13016
13018
13022
13024
13025
13026
13027
13028
13030
13031
13032
13033
13034
13036
13038
13039
13040
13042
13043
13045
13046
13047
13049
13051
13053
13055
13056
13057
13058
13060
13062
13068
13071
13073
13077
13078
13079
13080
13081
13084
13072
13021
13059
13020
13037
13029
13061
13083
13069
13075
13052
13066
13041
13067
13070
13074
13044
13017
13063
13076
13010
13013
13064
13009
13019
13023
13048
13050
13054
13082
13065
13005
14067
14043
14081
14041
14042
14115
14104
14025
14061
14116
14064
14031
14019
14076
14060
14072
14074
14071
14046
14118
14117
14040
14075
14029
14007
14055
14094
14036
14003
14095
14080
14038
14048
14039
14078
14105
14123
14013
14006
14044
14002
14062
14033
14077
14016
14045
14004
14052
14008
14125
14083
14120
14070
14009
14005
14091
14111
14093
14035
14073
14053
14109
14089
14082
14102
14086
14112
14068
14054
14034
14014
14026
14079
14110
14037
14098
14101
14051
14001
14124
14097
14057
14059
14096
14092
14032
14107
14088
14017
14100
14090
14020
14018
14010
14024
14114
14012
14119
14011
14028
14058
14084
14030
14050
14066
14063
14047
14113
14121
14015
14106
14023
14069
14065
14022
14122
14103
14108
14087
14056
14021
14027
14085
14049
14099
15082
15104
15075
15065
15044
15049
15004
15088
15056
15125
15124
15123
15122
15121
15120
15119
15118
15117
15116
15115
15114
15113
15112
15111
15110
15109
15108
15107
15106
15105
15103
15102
15101
15100
15099
15098
15097
15096
15095
15094
15093
15092
15091
15090
15089
15087
15086
15085
15084
15083
15081
15080
15079
15078
15077
15076
15074
15073
15072
15071
15070
15069
15068
15067
15066
15064
15063
15062
15061
15060
15059
15058
15057
15055
15054
15053
15052
15051
15050
15048
15047
15046
15045
15043
15042
15041
15040
15039
15038
15037
15036
15035
15034
15033
15032
15031
15030
15029
15028
15027
15026
15025
15024
15023
15022
15021
15020
15019
15018
15017
15016
15015
15014
15013
15012
15011
15010
15009
15008
15007
15006
15005
15003
15002
15001
16108
16085
16052
16008
16010
16096
16077
16014
16038
16029
16026
16015
16002
16035
16055
16097
16013
16089
16006
16064
16057
16059
16033
16009
16081
16092
16046
16087
16012
16082
16099
16079
16111
16058
16083
16047
16049
16001
16112
16039
16066
16068
16090
16102
16048
16061
16098
16100
16101
16005
16007
16032
16065
16056
16073
16041
16022
16024
16075
16021
16080
16072
16095
16053
16093
16034
16040
16088
16091
16019
16025
16016
16110
16037
16003
16027
16018
16044
16070
16107
16084
16043
16050
16036
16054
16020
16078
16017
16045
16094
16104
16051
16076
16063
16023
16074
16067
16004
16042
16028
16103
16062
16031
16109
16030
16071
16011
16060
16105
16113
16086
16106
16069
17029
17014
17020
17018
17007
17028
17005
17015
17009
17016
17030
17032
17022
17027
17026
17023
17006
17002
17004
17031
17008
17011
17012
17001
17021
17017
17033
17013
17010
17024
17025
17019
17003
18001
18002
18003
18005
18006
18007
18008
18009
18011
18013
18014
18016
18017
18018
18019
18020
18004
18015
18012
18010
19026
19031
19041
19049
19018
19048
19039
19019
19010
19021
19045
19025
19006
19012
19047
19001
19013
19020
19003
19015
19051
19044
19046
19008
19033
19050
19043
19042
19040
19038
19037
19036
19035
19034
19032
19030
19029
19028
19027
19024
19023
19022
19017
19016
19014
19011
19009
19007
19005
19004
19002
20453
20413
20334
20102
20427
20010
20305
20005
20025
20075
20141
20143
20043
20557
20071
20012
20401
20318
20057
20103
20360
20452
20087
20072
20301
20068
20132
20192
20243
20315
20530
20007
20546
20550
20145
20067
20091
20553
20483
20077
20045
20193
20338
20294
20277
20155
20487
20494
20511
20531
20535
20569
20048
20063
20092
20094
20049
20051
20069
20078
20083
20084
20112
20118
20157
20162
20174
20178
20191
20197
20219
20227
20233
20238
20247
20262
20267
20284
20293
20295
20310
20328
20342
20343
20349
20107
20356
20358
20363
20365
20368
20369
20375
20378
20380
20385
20387
20388
20389
20393
20399
20403
20411
20419
20443
20449
20475
20496
20504
20519
20539
20544
20555
20560
20561
20565
20420
20426
20104
20108
20217
20241
20271
20273
20013
20017
20023
20033
20035
20123
20135
20150
20161
20398
20028
20409
20059
20154
20167
20209
20254
20319
20347
20314
20149
20096
20215
20562
20147
20230
20164
20548
20018
20021
20327
20211
20474
20476
20477
20478
20479
20480
20481
20482
20484
20485
20486
20488
20489
20490
20491
20492
20493
20497
20499
20500
20501
20507
20510
20516
20520
20521
20523
20524
20526
20527
20528
20529
20532
20536
20540
20543
20545
20547
20549
20552
20556
20558
20564
20566
20567
20568
20004
20011
20016
20022
20024
20026
20029
20032
20034
20037
20046
20047
20050
20054
20055
20056
20058
20065
20070
20076
20081
20082
20086
20088
20089
20090
20093
20099
20101
20052
20053
20060
20061
20062
20066
20074
20079
20080
20085
20095
20097
20098
20100
20113
20114
20116
20117
20120
20122
20125
20126
20130
20131
20134
20136
20146
20159
20166
20169
20170
20171
20173
20175
20179
20182
20184
20187
20189
20190
20194
20196
20200
20201
20203
20204
20207
20212
20214
20216
20220
20222
20223
20226
20231
20232
20235
20236
20246
20248
20253
20257
20260
20263
20265
20266
20268
20275
20276
20278
20279
20280
20282
20288
20289
20291
20296
20298
20299
20306
20307
20308
20309
20316
20323
20324
20325
20326
20330
20333
20335
20336
20344
20351
20124
20139
20353
20355
20357
20359
20361
20362
20366
20384
20391
20394
20406
20407
20410
20412
20417
20418
20421
20424
20425
20428
20432
20435
20437
20438
20439
20440
20441
20442
20454
20457
20458
20465
20468
20471
20472
20473
20495
20498
20502
20503
20505
20506
20508
20509
20512
20513
20514
20517
20522
20525
20533
20534
20538
20541
20554
20559
20563
20372
20373
20374
20376
20377
20379
20381
20382
20383
20386
20392
20395
20396
20397
20400
20402
20404
20405
20408
20414
20415
20416
20422
20423
20429
20430
20431
20433
20434
20436
20444
20445
20446
20447
20448
20450
20451
20456
20459
20461
20462
20463
20464
20466
20467
20469
20237
20105
20106
20109
20110
20208
20210
20213
20218
20221
20224
20225
20228
20229
20234
20239
20240
20242
20244
20245
20249
20250
20251
20252
20255
20256
20258
20259
20261
20264
20269
20270
20272
20274
20281
20283
20285
20286
20287
20290
20297
20300
20302
20304
20311
20312
20313
20317
20320
20321
20322
20329
20331
20332
20339
20340
20341
20345
20346
20348
20352
20354
20364
20367
20370
20371
20001
20002
20003
20008
20009
20014
20015
20019
20027
20030
20038
20040
20041
20111
20119
20121
20127
20129
20133
20137
20142
20144
20151
20152
20153
20158
20160
20163
20168
20172
20176
20177
20180
20181
20185
20186
20188
20195
20199
20202
20206
20031
20337
20148
20303
20138
20165
20455
20518
20140
20156
20128
20542
20470
20205
20042
20183
20292
20073
20039
20020
20006
20537
20390
20350
20515
20570
20551
20460
20198
20115
20064
20044
20036
21027
21047
21072
21073
21088
21155
21216
21117
21001
21002
21004
21005
21006
21007
21008
21009
21010
21011
21012
21013
21014
21015
21016
21017
21018
21019
21020
21021
21022
21023
21024
21025
21026
21028
21029
21030
21031
21032
21033
21034
21035
21036
21037
21038
21039
21040
21041
21042
21043
21044
21045
21046
21048
21049
21050
21051
21052
21053
21054
21055
21056
21057
21058
21059
21060
21061
21062
21063
21064
21065
21066
21067
21068
21069
21070
21071
21074
21075
21076
21077
21078
21079
21080
21081
21082
21083
21084
21085
21086
21087
21089
21090
21091
21092
21093
21094
21095
21096
21097
21098
21099
21100
21101
21102
21103
21104
21105
21106
21107
21108
21109
21110
21111
21112
21113
21114
21115
21116
21118
21119
21120
21121
21122
21123
21124
21125
21126
21127
21128
21129
21130
21131
21132
21133
21134
21135
21136
21137
21138
21139
21140
21141
21142
21143
21144
21145
21146
21147
21148
21149
21150
21151
21152
21153
21154
21156
21157
21158
21159
21160
21161
21162
21163
21164
21165
21166
21167
21168
21169
21170
21171
21172
21173
21174
21175
21176
21177
21178
21179
21180
21181
21182
21183
21184
21185
21186
21187
21188
21189
21190
21191
21192
21193
21194
21195
21196
21197
21198
21200
21201
21202
21203
21204
21205
21206
21207
21208
21209
21210
21211
21212
21213
21214
21215
21217
21199
21003
22003
22009
22010
22002
22004
22015
22013
22018
22005
22007
22011
22014
22017
22016
22008
22012
22006
22001
23004
23005
23006
23008
23009
23002
23001
23007
23003
24058
24057
24056
24055
24054
24053
24052
24051
24050
24049
24048
24047
24046
24045
24044
24043
24042
24041
24040
24039
24038
24037
24036
24035
24034
24033
24032
24031
24030
24029
24028
24027
24026
24025
24024
24023
24022
24021
24020
24019
24018
24017
24016
24015
24014
24013
24012
24011
24010
24009
24008
24007
24006
24005
24004
24003
24002
24001
25012
25017
25006
25018
25016
25015
25014
25013
25011
25010
25009
25008
25007
25005
25004
25003
25001
25002
26026
26042
26012
26033
26032
26048
26017
26050
26049
26047
26046
26045
26044
26043
26041
26040
26039
26038
26037
26036
26035
26034
26031
26068
26028
26027
26025
26024
26023
26022
26021
26020
26019
26018
26016
26015
26014
26013
26011
26010
26009
26008
26007
26006
26005
26004
26003
26002
26001
26072
26071
26070
26069
26067
26066
26065
26064
26063
26062
26061
26060
26059
26058
26057
26056
26054
26053
26052
26051
26055
26029
26030
27004
27013
27008
27007
27011
27014
27002
27006
27010
27005
27017
27016
27009
27003
27001
27015
27012
28016
28027
28012
28041
28039
28008
28019
28023
28001
28002
28004
28005
28010
28018
28028
28029
28037
28040
28020
28015
28017
28026
28007
28034
28036
28042
28006
28031
28035
28014
28024
28038
28009
28003
28043
28011
28021
28013
28030
28022
28032
28033
28025
29020
29060
29059
29058
29057
29056
29055
29054
29053
29052
29051
29050
29049
29048
29047
29046
29045
29044
29043
29042
29041
29040
29039
29038
29037
29036
29035
29034
29033
29032
29031
29030
29029
29028
29027
29026
29025
29024
29023
29022
29021
29019
29018
29017
29016
29015
29014
29013
29012
29011
29010
29009
29008
29007
29006
29005
29004
29003
29002
29001
30001
30002
30003
30004
30005
30006
30007
30008
30009
30010
30011
30012
30013
30014
30015
30016
30017
30018
30019
30020
30021
30022
30023
30024
30026
30027
30028
30029
30030
30031
30032
30033
30034
30035
30036
30037
30038
30039
30040
30041
30042
30043
30044
30045
30046
30047
30048
30049
30050
30051
30052
30053
30054
30057
30058
30059
30060
30061
30062
30063
30064
30065
30066
30067
30068
30069
30070
30071
30072
30073
30074
30075
30076
30077
30078
30079
30080
30081
30082
30083
30084
30085
30086
30087
30088
30089
30090
30091
30092
30093
30094
30095
30096
30097
30098
30099
30100
30101
30102
30103
30105
30106
30107
30108
30109
30110
30111
30112
30113
30114
30115
30116
30117
30118
30119
30120
30121
30122
30123
30124
30125
30126
30127
30128
30129
30130
30131
30132
30133
30134
30135
30136
30137
30138
30139
30140
30141
30142
30143
30144
30145
30146
30147
30148
30149
30152
30153
30154
30155
30156
30157
30158
30159
30160
30161
30162
30163
30164
30165
30166
30167
30168
30169
30170
30171
30172
30173
30174
30175
30176
30177
30178
30179
30180
30181
30182
30183
30184
30185
30186
30187
30188
30189
30190
30191
30192
30194
30195
30196
30197
30198
30199
30200
30201
30202
30203
30204
30205
30206
30207
30208
30209
30210
30211
30212
30025
30055
30056
30104
30150
30151
30193
31050
31041
31059
31011
31021
31023
31069
31068
31067
31066
31065
31064
31063
31062
31061
31060
31058
31057
31056
31055
31054
31053
31051
31049
31048
31047
31046
31045
31044
31043
31042
31040
31039
31038
31037
31035
31034
31032
31031
31030
31029
31028
31027
31026
31025
31024
31022
31020
31019
31018
31017
31016
31106
31105
31104
31103
31102
31101
31100
31099
31098
31097
31096
